TicketNumber,UserID,Satisfaction,UserOrigin
342,0a23b471-d34b-4376-a3d7-ecae803aec12,10,Frota Leve
343,97d43e9b-d8fc-4ebb-a094-8ae759d340fc,10,Frota Leve
344,6135f7d6-9199-4158-baec-fb0894aa8f58,0,
347,5c2d23a7-9e73-48b4-a856-67bdff83ff68,9,TI
348,d03ec41b-5887-499c-a7db-2b70270abe88,9,TI
351,f842ae8c-1b89-4579-b5e7-d9e6050b5737,10,
352,a042bd9b-55a1-4935-b88a-83a85e80d456,10,
353,1606f529-3b14-4003-973d-ecf420084990,0,Assuntos de TI
354,434ca88d-7ee1-4e67-b2f3-814385e27cf0,0,Assuntos de TI
355,64d25f73-92b9-4d51-82d3-30d12c88b602,9,TI
356,980a3f70-0207-4da1-882d-8ebe46fdc4c0,9,TI
357,7c558335-9bd6-46e4-9192-2cab6343943f,10,Frota Leve
358,deb92abc-ab34-4e95-8b8f-c7511f4594a6,10,Frota Leve
359,bb17884a-a4b3-4659-ba51-cf588c861d5a,10,TI
360,0abc7a43-b7f9-452e-a008-7a0d21461cd8,10,TI
363,a1df10a0-f56e-446b-a1d6-8a6ed80f466f,10,TI
364,f173c916-c74d-4c02-9282-774818f766ca,10,TI
365,611bb54f-6b44-40ee-903e-8d68e327d806,10,TI
368,f36e462f-8e46-43dd-83d4-b15f57ecb3a4,10,TI
369,50dd33f7-fcb4-43e6-97f8-ae8bcae2d1f6,10,TI
370,1f33790b-c8a1-4344-bd6d-46b175751ae8,10,TI
371,4b5b4d3d-ef86-4055-aa77-bdf2d1e26964,10,TI
377,60ff235d-5de6-4126-82c4-489efa31293e,10,Suprimentos
378,0c65e28c-f95d-4161-b5c5-037093ebfc8e,10,Suprimentos
381,96a14eb9-49e3-45d1-b19e-fc6d28c0a324,10,Gente e Gestão
385,c60a0e56-64d6-402e-972e-b50de7dd993e,10,Frota Leve
386,7e701ced-c4ba-4f3b-8025-cf43ebfb8617,9,TI
387,359ecb65-30fb-4c22-ab5c-9730a324c167,9,TI
388,31d346d8-8972-4619-a9ee-aa781edc0734,9,Gente e gestao
389,880344be-29f6-47db-8031-fd7ff8d35029,9,Gente e gestao
392,78112f2e-0a2e-49b5-8386-9854b782fc32,10,TI
393,792adc84-d7c2-4f5a-8feb-775e0aab58c5,10,TI
394,1fd40c4d-05fc-47fe-baf1-c5924740c7f4,10,Financeiro
395,74b1eeb4-5af8-4efe-b7ad-2116c55caabd,10,Financeiro
396,6ea26565-02ac-48e4-b270-1667267a0e64,10,Financeiro
399,33d01fe8-2914-46db-86fa-e46301cf3f12,10,TI
400,f6a32f32-3428-4af3-bcdb-8a93890ea034,10,TI
405,17deb21f-7a78-439b-b3d2-bda1a49ce014,10,Gente e Gestão
408,11a919aa-b77c-4373-9c3a-8606b995fe29,10,Frota Leve
409,ee328a5a-8351-4af6-9ed7-f9055060c0f2,10,Frota Leve
410,75bacdfa-3da8-42dc-92d2-af277c13fe65,8,TI
411,364acc2a-b9ef-49cc-b66f-e60e8433be19,8,TI
414,b78ce085-9090-4b7e-a55c-cb869447ff71,10,Gente e Gestão
417,64fe8548-8482-4dd6-b9b4-4bc0c8770d40,9,Logistica
418,01b1463f-bb6c-4d4b-97f8-1c7629e4571a,9,Logistica
421,1531732c-43ba-4ac7-9df4-ad09db4b114b,10,TI
422,be4b1e05-28dd-4ffe-9ddf-631f437953a8,10,TI
423,5cc93947-dd34-45e0-808c-d1d39bd04e81,10,Suprimentos
424,30a4e896-865a-4315-889b-7cd3408299cb,10,Suprimentos
426,2181de6f-3bc5-4397-8842-5b04d8b69b89,10,TI
428,02727814-ebee-4b6b-979d-5364d424b87b,10,Gente e Gestão
433,7d6a106d-06bc-42f7-9427-c406c1502fd9,10,Assuntos de TI
436,263110cb-c649-492b-ac04-f0e3572ee015,10,Suprimentos
437,4423351b-eb52-4f5d-b32a-e6f75e6a65ed,8,Gente e gestao
438,e20447cd-bb95-4d89-b17e-d7ac607d6053,10,TI
439,c8ba8de9-23f1-4dea-a4ae-7e5d25b8fa43,5,Gente e gestao
440,3f593d65-8cb3-460c-86a3-58a3fda4d68a,10,Financeiro
441,65619826-f05c-4fc6-b061-9d461572cf5b,10,TI
442,406d6ebf-a38e-4087-81e5-b550abc92714,10,Suprimentos
450,b9db0c97-49f7-40ba-8113-e3fe3770c878,10,Logistica
451,41cbab3d-8145-4e7f-bc33-fc2bb4ce9d58,10,Logistica
452,ab66dc76-8191-4a29-b635-d1a0b5de69c3,10,Assuntos de TI
454,ec1f1ff5-46eb-446c-90d7-94cb0e474ad2,10,Logistica
457,372a7baf-56b3-4b32-badf-a29474f65d48,6,Gente e gestao
458,f0aec36b-4cb3-4e21-98dd-0a7aa75c9f41,10,Logistica
459,26e4a3ef-4755-4cdd-817f-893e92427efd,10,TI
464,a70ae81b-c2b5-43c9-ac80-3471e9996867,10,Frota Leve
467,0b6c06ff-1f48-49e9-8790-22f75a7f11e9,10,Suprimentos
473,3fa3ec5f-0194-4f38-a533-096eb5dad392,10,TI
476,959b87cd-6f3d-47d2-9f82-509f8e297b91,10,Suprimentos
477,30279564-fbce-4420-acdc-dfceb7a41508,8,Suprimentos
478,b1632bb2-76b7-45bd-9a97-959c12684f27,10,TI
479,e7c87f17-c147-478e-bb5a-4ceb25232ce4,10,Suprimentos
481,183bac57-6fc5-4279-8823-2a433ac27b2b,10,Frota Leve
483,90fe238f-99ef-4a0b-870b-8922a13da48a,10,TI
484,65f72cfa-1dde-4637-9833-c6a1935fc4b4,10,Gente e Gestão
485,3ebdf62e-4bde-49a3-b9a0-43a3a906980f,10,Logistica
487,3e912e5e-6ca1-4fe4-b3d1-3fec62bb8e3e,10,Gente e gestao
490,7a90135d-cb46-486f-aabe-496b22a5634b,10,Suprimentos
494,238f563c-72f6-493b-a7b9-08588bf6c805,10,TI
495,b23d8677-8b44-4747-be28-0fa048c0fc76,10,Financeiro
497,2ae8c365-8b30-4489-83c4-c248e6540d3e,10,"Cadastro de fornecedores, materiais ou serviços"
499,2ad26415-782d-468d-b2cb-341f8ec9ad76,10,Frota Leve
502,fdf1d761-d628-4b05-8df0-8bca534894c0,10,Viagens e despesas corporativas
504,34726b89-049b-46e0-be9e-de7d1fe72252,10,Gente e Gestão
509,31394c8b-3946-4f5e-a53c-8a9c44488eb5,10,TI
514,13af44b2-0d10-40e1-888a-f81b22cfe865,10,Assuntos de TI
516,7677b14e-d977-4901-8575-0f2eeeb7f4c4,8,Gente e Gestão
517,448776f4-1881-4295-9d82-b229e0151410,8,Gente e Gestão
520,2087af23-1ca2-4b46-aacf-76a525d4c3b7,5,Gente e Gestão
521,a9eda552-cc24-4076-85b5-f1714e43d872,8,Processo de compras e suprimentos
522,ff1d4842-d7f2-4610-a242-3337de571afc,10,"Cadastro de fornecedores, materiais ou serviços"
523,d54c1fc5-870e-48b8-b276-ff4cdd92cdbe,10,Gente e Gestão
526,107c5f07-2791-4c9c-a0c4-81c12ccd8672,10,Frota Leve
527,6e94f09a-ac25-4080-af96-b8d4e5d3bbd0,10,Gente e Gestão
528,66360175-d07b-4490-86e6-f093d7b52727,0,Gente e Gestão
536,6e37a13a-8612-45f4-b92a-c7cf1bd7cc6a,10,Viagens e despesas corporativas
538,2b9a5f77-646f-439f-bc08-31f087ba3caa,5,Assuntos de TI
540,a54c71a4-1a55-49ef-adf5-ad96b5436957,8,Gente e Gestão
542,dc409e0a-a2c2-493a-a164-96c46fd1e06a,10,Assuntos de TI
543,d125b904-6664-4dfe-809e-54155317f3a9,10,Gente e Gestão
545,db884987-0e4a-440a-a18f-34c85b5b93ed,10,Assuntos de TI
546,b79c07d2-7854-4e62-9a06-43e0c1630783,2,Pagamentos à fornecedores
549,60f3abc7-6318-40a4-8698-76d56af265bd,10,Gente e Gestão
550,751e398f-a723-4001-a359-8ce35da7b963,10,Processo de compras e suprimentos
551,2461eec1-3e4d-41b8-9121-949d29329271,0,Assuntos de TI
554,f720478c-ab87-47d2-a522-940498c945eb,10,Gente e Gestão
558,29680b2b-34da-4d9f-b03d-2e586979a98f,10,Frota Leve
562,0fe44900-e42d-44af-aaad-cc2b6914259d,10,Assuntos de TI
563,c0f54249-22b3-49b8-a68b-1d2413aaa460,10,Gente e Gestão
565,25ab98d5-1a87-45db-b155-3b30b727ca3f,10,
571,42fd4b0a-8029-43b8-893e-96d4f8df4671,10,Assuntos de TI
572,51dfecb7-cc46-45f9-91ce-886e8954feea,9,"Cadastro de fornecedores, materiais ou serviços"
573,37c585f7-6e84-44d2-b434-6acac8d88440,10,Assuntos de TI
574,f490d685-8e3a-45c6-8157-45b188c4394a,10,Gente e Gestão
577,233911dc-1de5-478f-82b1-3cd877e74a72,10,Gente e Gestão
578,360fa0ac-7fbe-4b95-808b-6e8bd0a7b889,10,Assuntos de TI
582,863cb03a-e983-43b4-8f32-796803ac6a85,7,Assuntos de TI
584,991fd7cd-d79d-4c0f-8aac-ea7112175f43,7,
585,6ac8e2a1-2e87-4046-a631-0652ade26860,10,Assuntos de TI
586,98460dee-6c02-4ed1-924d-137869def99c,0,Gente e Gestão
588,4beb27a5-242d-4bd4-b23e-d0a7dae1ae41,9,Assuntos de TI
589,d0d9adf2-6db8-4854-ad9a-8563a838b5a5,0,Processo de compras e suprimentos
590,410f2386-da3a-472e-a55a-d6b5cee0281f,10,Frota Leve
594,dc333ab1-8cd7-4a02-96e7-a5c8754e787e,5,Suprimentos
595,6ebf5857-6dee-4be2-b363-2e30e978a287,5,Suprimentos
596,6fdb0851-115a-4ef9-acfa-4d815b07d78d,10,Input Inesperado
598,9340317b-78ce-4411-b86a-bc9b5438e1c2,10,TI
599,eb55ba7d-91f8-4732-9de6-c0d9c67ec94a,10,TI
600,b5db09e6-f212-4767-911f-643fd40788e8,9,TI
601,8011c4e4-d97c-4cee-b69e-3da9f1770880,9,TI
602,b53994fe-be12-494e-a40d-5f19ce77c7dd,10,Gente e gestao
603,8c69394a-0dfd-40e0-833b-e4e9c87065eb,10,Gente e gestao
611,16e602d2-a280-4a8e-bd6b-4f33d044c418,10,Cadastros
615,aec7b266-f983-44ed-ba03-0dddb78c2d25,8,Financeiro
616,f768a10e-ee4f-4c99-87b1-9ade1087421f,10,
617,e12c3d12-132d-4d53-a38e-ab8cd580f5e5,10,
620,e50642f7-2196-4ddf-8e1c-242d1057f888,0,Input inesperado
621,2c330ab2-2269-4afc-ae75-a7bc319b5458,0,Input inesperado
622,ab6de25a-0403-4382-996a-bf82cb219886,0,Assuntos de TI
623,c66c7ce2-a293-4be6-a062-eea3b2fd0756,0,TI
624,6a369625-798b-4a8a-8b44-420970385fb5,0,TI
627,11a7ea9f-35a7-4d69-8914-7c64fac7af72,10,TI
628,12379740-5030-43be-8f61-ca7311dfffb8,10,TI
631,12d7b7be-6c85-41a8-9a3a-1643d82a7876,7,TI
632,e5879609-666c-465b-8f03-c0c8c3068991,7,TI
633,41ac6527-a3d6-4f0b-9e7b-88a22c32b351,7,Suprimentos
635,4d614c4a-fd29-43cb-9cb4-40459c596493,9,TI
636,82dc8e51-5dff-475b-990a-bca392567ebe,9,TI
638,70063109-9de5-4e9c-9a80-1b5890e4a186,10,TI
639,c98850e6-4088-4243-a6c9-b48b922b67b7,10,TI
640,b09b39a2-60e7-4586-b45b-023eb7e76222,10,TI
641,131f7d2a-dd50-4568-bd15-11647dc28717,10,TI
642,295adf14-ecd8-4ea9-8488-5fb6d387e014,10,TI
643,35cf902d-1d8a-4052-a8b1-84e973528252,10,TI
646,122b670d-3ed6-4242-ad95-3c70b498c91a,10,TI
647,5d0ee37d-36b7-4c97-a173-4397c5a43d9a,10,TI
648,617aa05e-0808-448f-b6fb-e3eb82d09a22,10,Cadastros
649,e74f5317-765b-4e3a-86e6-4f0b2cf227ba,10,Cadastros
650,10162078-f630-4179-9969-6296a4b1991e,9,Frota Leve
651,b1969a52-cebc-4d90-91f7-3e602a0d34e1,9,Frota Leve
653,f6756c85-5228-406f-841f-f9662e701ba9,8,TI
654,a95d868b-0024-43bc-b97d-3af756deb39b,8,TI
655,2aef8ac4-60e6-4a1c-a42b-8c1a543dfbc0,9,TI
656,6957cf32-c871-435a-b925-9e63e8186f80,9,TI
657,a693ccd8-581f-4341-b4fb-f64db7b6b821,10,Processo de compras e suprimentos
658,fd61844e-d162-464a-8e0c-af5d62df538e,10,Processo de compras e suprimentos
659,45180024-ff1e-4cd4-82c3-315c9b6d4cac,10,Logistica
660,d89e1a81-3dde-40f2-800a-34efee0c9a4f,10,Logistica
661,9b8ff498-d1f7-40e8-8845-b4abc1b2d09b,10,Suprimentos
662,42be7945-42d8-4d41-9d36-53fbfcf01f59,10,Suprimentos
663,47b4f4cc-5382-4450-aaa8-23241659acd5,10,TI
664,b8e1b01c-2242-4acf-a5aa-c68cab541d9f,10,TI
667,85abb7b9-d7ed-4a2b-9701-366e80d74725,8,TI
668,bd4dc9db-ae28-4910-8034-10293cb3d2a7,8,TI
672,d5aa6754-4514-4db7-b626-dd2485749655,10,Cadastros
673,1902ca92-c79e-45a7-b88f-c51b2e881b38,10,Cadastros
674,bcaabb90-6d65-46fc-b27b-d48d66a025da,10,TI
675,5a8ea87e-83d4-4dbb-9c7a-97c8b4d55a78,10,TI
676,aaded858-e9b8-4e12-b9fa-8965ca915f69,10,TI
677,c0ad53dc-db42-44cf-85f1-7754f4bbeee6,10,TI
678,c1e21c98-e356-4b79-ba5b-6feeb77d8011,10,Cadastros
679,0ea51542-796e-4e8e-aa65-c07443f5e3d0,10,Cadastros
680,bb452856-d2cb-4725-9bc6-e53b3b17dad8,10,TI
681,5179f480-54d9-4d60-898e-4fe531a61321,10,Frota Leve
682,b06ece2e-9745-41b0-b469-46005684cf87,10,Financeiro
683,40f46624-2748-4801-9a37-83f50fbd8d7b,10,Logistica
687,be8af645-9070-4654-9968-c69bbac4d0fd,10,TI
688,da2aa7b9-d655-42ad-b446-e07a717e3745,10,TI
690,a53f0804-c436-4857-8f36-3e6945bec643,10,Suprimentos
691,33c506a8-6586-472d-9895-25b7f32b654a,10,TI
693,6d011fc7-90ea-436b-a0e4-92801d25ab1f,10,Processo de compras e suprimentos
695,b25bd1d6-8e67-42be-b358-ec06424f0b80,10,Assuntos de TI
696,a598b7de-ea72-4856-aa1f-9c22bdbae071,10,TI
697,ac5ed388-04ca-4cc9-afc8-3b332f1fea24,10,Financeiro
699,38357032-125a-4282-960d-57428c704856,10,Financeiro
704,571105bb-6656-4b69-8194-1e07371a86a0,3,Gente e gestao
705,424dd92e-5774-4a03-992e-baa8730dc8b5,10,TI
706,30e10262-2764-4453-a0b9-fddda44a3a86,10,Assuntos de TI
708,95d09546-2d0b-4085-b6af-0608b79b93a5,10,Logistica
709,50b81bf6-fb04-4af7-b6cd-2e4be5db1db9,10,Processo de compras e suprimentos
